epoch,dense_14_loss,dense_9_loss,lambda_25_loss,lambda_26_loss,lambda_27_loss,lambda_28_loss,loss,val_dense_14_loss,val_dense_9_loss,val_lambda_25_loss,val_lambda_26_loss,val_lambda_27_loss,val_lambda_28_loss,val_loss
0,0.029125705570853408,0.029847205965794408,0.04481872873383093,0.18057588653412762,0.04289848201920371,0.1828160467525054,0.5100820570405953,0.004735653380491816,0.004381425982601341,0.012086026719442696,0.11879763961383098,0.014986722538376558,0.1300569647686523,0.2850444321984324
1,0.003241854165861908,0.0031851323763014273,0.009876334753333625,0.11588565249155722,0.011695036169829781,0.13155527143591328,0.27543928012522834,0.0023776189865064874,0.0024051106589492166,0.009010716668064649,0.09673793184883701,0.010148880412539283,0.11334251728568229,0.23402277535705246
2,0.0020624825342874433,0.002006102089736452,0.00835313227154338,0.09841402452287085,0.0095990880651096,0.12052887182151656,0.24096370178156876,0.0017630881913961191,0.0017274214911610338,0.008028584224520642,0.08749710036628021,0.009089501632967647,0.10751897039363802,0.21562466552081577
3,0.0016774065966217032,0.0015777490619820972,0.007578286029095361,0.09051340608964388,0.008821162243286489,0.11477660628245266,0.22494461666658452,0.0015362741197251927,0.0014324511512579159,0.007322589812099016,0.08049985427761444,0.008542061366980467,0.10244517179073018,0.2017784005823145
4,0.0014674535954722072,0.0013391816214609713,0.006977109359735158,0.08338759604302212,0.00837477599049125,0.10954692207356907,0.21109303867650164,0.0013341421436740288,0.001204360283134357,0.0065865317237730125,0.07486775121941305,0.00802377888781253,0.09847737560118623,0.1904939402302045
5,0.00126773872688773,0.0011552416579594434,0.0062616433987845365,0.0781978081057097,0.007849926576264923,0.1060986307932635,0.2008309894045685,0.0011516839574313128,0.0010634435492947532,0.005878902360449001,0.07006104793875495,0.0074801128793446975,0.09618700185862837,0.181822192439197
6,0.0011244726937000159,0.0010185253090466376,0.005660027631498085,0.07379045170810995,0.007323994404372241,0.10375700809888061,0.19267447988688224,0.001032941824393958,0.0009677417909673687,0.0053433147306550825,0.06690054809747951,0.0069516347747478795,0.09452911903527889,0.17572529903388853
7,0.0010313739713858927,0.0009137302752238689,0.00525917910389004,0.07130988207991887,0.006854583052465759,0.10202344332476349,0.18739219143870853,0.0009259232486469904,0.0008540316844220044,0.005032719140451775,0.06514489106107511,0.0065148202225315584,0.09363875407769329,0.1721111397289818
8,0.0009689955233615539,0.0008450602998684311,0.005022780766568064,0.06967693309773679,0.006491371175883964,0.1007059088540619,0.18371105015250952,0.0008970686321361717,0.0007840815429754191,0.004844459692612797,0.06391364448713073,0.006233961138940576,0.09229205226674986,0.16896526658675062
9,0.0009073009811210361,0.0007846467166902128,0.004862820446971536,0.068396189712297,0.006245508318007729,0.09964012450107247,0.1808365902110088,0.0008492880513540157,0.0007379862805851587,0.004717444484585733,0.06297408751873983,0.0060762651680441445,0.09156784045505624,0.16692291138226015
10,0.0008713984784643907,0.0007442243140032974,0.004743495009174236,0.06722119500723142,0.0060859601756558055,0.09872339744531432,0.17838967064593128,0.0008166064721014424,0.0006961534448776536,0.004589391763673556,0.06189762959649776,0.0059102633979516836,0.09080950184867616,0.16471954598593297
11,0.0008374930655080777,0.0007097154738029792,0.004614090591145283,0.06610427180840461,0.005963880475164679,0.09783466622358145,0.1760641188276293,0.0007760136011268825,0.000682990035915917,0.004434138910011677,0.06085281671119167,0.0057830653567488375,0.09012591077254285,0.16265493392947866
12,0.0008119078182204317,0.0006868114957133419,0.004430562028369358,0.06507626391059299,0.00586683593442581,0.09703476066246462,0.17390714128286094,0.0008175804639859116,0.0006848252755577496,0.004236954214453897,0.06028657458519279,0.0057084814914026534,0.08962073318373505,0.1613551491006762
13,0.00078793316796032,0.0006620368048715703,0.004216760175350991,0.0642709923187426,0.005779663354721898,0.0963713871255329,0.17208877246371573,0.000742177354030854,0.0006214537361875933,0.004015095072263449,0.05947589561258966,0.005607937430149475,0.08908702170990003,0.15954958068165
14,0.0007609138284408751,0.0006378616350021573,0.004041573392221517,0.06362585588910852,0.005708239646199687,0.09576604463997652,0.17054048827452328,0.0007504390181574597,0.0006056014401164378,0.003847134944604999,0.059068552681841885,0.005545279048459288,0.08867257292519393,0.15848958010129596
15,0.0007399770816408478,0.0006208302212724182,0.003905731552035015,0.06308347117463348,0.005649199968456911,0.09528266696887738,0.16928187732942868,0.0007097828908710124,0.0006019788487431864,0.0037444637681839105,0.0586804000553054,0.005498083515509075,0.08862764713090408,0.1578623554578101
16,0.0007249796720845992,0.0006091269720176375,0.0038024367257400746,0.06254689069313003,0.005602483977520798,0.09482429336657114,0.16811021055023115,0.0007058312126386224,0.0005830459537522977,0.003671854459287303,0.0582985747371584,0.005445715340339034,0.08838630632671003,0.1570913281167368
17,0.0007041729584668064,0.0005958633875174047,0.0037162222283426477,0.06201326607921183,0.00555915119922131,0.09437668788728606,0.16696536375282542,0.0006832726979294873,0.0005777163133622494,0.0035832805158780485,0.05772806891435237,0.0054127052505592325,0.08774353954996067,0.15572858172813442
18,0.0006902640663810697,0.000588541286631492,0.0036460560377078927,0.06147887513625892,0.00552427287418623,0.09396428301094346,0.16589229277920314,0.0007026915187941777,0.0005837160363433421,0.003500643184844065,0.05733401769520581,0.005372440551235387,0.08765712054590048,0.1551506285470361
19,0.0006774166111763158,0.0005806096782509484,0.003578058721612281,0.060961722517995316,0.005494917325161111,0.09362957452409977,0.16492229951051365,0.0006700181928280259,0.0005610242533677402,0.0034481495421893674,0.05691668846407793,0.005334889160765919,0.0872993711819343,0.15423014044095684
20,0.0006696941205962405,0.0005769004906770275,0.0035235914048983644,0.06035008670967826,0.005469622646649863,0.09325112924299807,0.16384102385973306,0.0006817083533817102,0.0005534360949159364,0.003389804388189079,0.05638474991958361,0.005313467707045145,0.08742187553660594,0.15374504168990508
21,0.0006551617716868758,0.0005686646613549185,0.0034691957698543686,0.059710265386126865,0.0054445852952668475,0.09298172027631647,0.16282959354549922,0.0006370179938616062,0.0005500561844570512,0.0033415180064186975,0.05584394331698661,0.00530494870889132,0.0869558752305012,0.15263335894866786
22,0.0006496127163237465,0.0005604618451861787,0.0034150267829602047,0.05902353493212876,0.005426673733831437,0.09264535053907859,0.16172066027789486,0.0006337918353020746,0.0005511392306442823,0.0032849037496628618,0.05513701335498451,0.005270346842086498,0.08677823088512651,0.1516554271349977
23,0.0006354170545975247,0.0005485939606459503,0.0033539587762678826,0.05835583686175855,0.005403104192313467,0.0923688884215756,0.16066579843361833,0.0006503503439449941,0.0005498156587854059,0.0032263736331705727,0.054710971022445896,0.0052793606467194595,0.08694490543477876,0.15136177681709603
24,0.00062566963722934,0.0005389785820835447,0.003287824724245173,0.05780723280845822,0.005378446604480908,0.09210256517498545,0.15974071800706,0.0006337137592877748,0.0005407965908040587,0.003206694663483557,0.054195535966045566,0.005247206344218161,0.086559481631542,0.15038342811762664
25,0.0006214659088994949,0.0005310221285312733,0.003233877899227082,0.05734333621477765,0.005357730479425816,0.09185043836351835,0.15893787065023957,0.000610826668826474,0.0005262214533145104,0.003093740317459801,0.05386596026878464,0.005216193809193581,0.08659757856400241,0.14991052070310387
26,0.0006075028036018381,0.0005205400862338877,0.0031774140110657984,0.05692524017283091,0.005335510220359197,0.09163671001473489,0.15820291795133368,0.0005975794471340546,0.0005136857334823414,0.00304527088894766,0.053492564509879055,0.005209691290467514,0.08603419843554719,0.14889299104079437
27,0.0005990680946694094,0.0005123771804731139,0.0031293270733155376,0.056561431160739695,0.005320348063926892,0.09138387896567773,0.1575064300428839,0.0005805249001695047,0.0004970348292830222,0.0029897694986025657,0.053162899346990956,0.0051792535749309076,0.08605999156698657,0.14846947435800598
28,0.0005948949649083896,0.0005046865532438576,0.003086307192016827,0.05624637599766837,0.005302862600482391,0.09121069089630375,0.15694581809176153,0.0005890038050183663,0.0005014557042012061,0.00298164457829853,0.05307813142350229,0.005174803840062986,0.08618468804895345,0.14850972602523163
29,0.0005865278493204709,0.0004965262327023815,0.0030395418682232452,0.05593872214420507,0.005280868143529296,0.09095692194272147,0.15629910858654172,0.0005887026205235978,0.0004882217479516323,0.0029067434733278112,0.0526468457745663,0.00515598162058486,0.0856976143514936,0.14748410990365016
30,0.0005781321943211299,0.00048648840881031506,0.002996620029146342,0.05565283799677647,0.005265143846667562,0.09074621304086797,0.15572543576342832,0.0005942712342911825,0.00047617664605677197,0.002869204377250432,0.052474133810520844,0.005120115284281406,0.08552180831484239,0.14705570932353457
31,0.0005809329027691221,0.0004808114262850107,0.002951262820575089,0.055459061154345304,0.005253579828509933,0.0906000616623454,0.15532570984854516,0.0005632353878673157,0.00047753373431758296,0.0028575023713622973,0.05215134127752337,0.005130363569335527,0.0856918139867908,0.14687178954511984
32,0.0005746650527925402,0.0004770391761670597,0.0029085996672892733,0.05520561730348044,0.005240494628507606,0.09044494308651833,0.15485135897410238,0.0005564168335051671,0.0004654324082951669,0.0027821729317298346,0.05202841697859386,0.00526293979775426,0.08548089095813774,0.14657627035866647
33,0.0005635431162151592,0.00047030113283762557,0.002865356847062177,0.054980221082667195,0.005232041321546773,0.09025310976505406,0.15436457317042487,0.000570819565565248,0.00046920838903375544,0.0027353620722077943,0.05187206460425619,0.005092625460171202,0.08520315767405563,0.14594323795943964
34,0.0005629502392721029,0.000465542085987497,0.0028199630716591643,0.054767545185613324,0.005214471187506378,0.09005964355233559,0.1538901158345811,0.0005456129249883109,0.0004604464776433766,0.0026993202384320344,0.05189822793923493,0.005083388414628842,0.08520628027758392,0.14589327609913555
35,0.0005597651435381638,0.0004600786608356878,0.0027788449187377056,0.054623431538954825,0.005202035656389144,0.08994713912004834,0.1535712957786046,0.0005437317733956203,0.00046750855749247937,0.0026631940822930467,0.05162559600884613,0.005134158627720681,0.08503823480992383,0.14547242328289559
36,0.0005531263300391408,0.00045478871413301403,0.00273778945775835,0.05444527695259303,0.005191289712700793,0.08980322644953544,0.1531854981453657,0.0005393578267006701,0.0004452804296978405,0.0026021029977415233,0.051468349495954836,0.005049185874206862,0.08483528393476882,0.14493956162888924
37,0.0005503504154550063,0.00045123328363600406,0.002697252001579086,0.0542797683764853,0.005181660663779438,0.08969770322299105,0.1528579681129931,0.0005366623105831901,0.00044549549282404944,0.0026314250405703094,0.05133423379186721,0.005054173682155397,0.08482684399491264,0.14482883394613436
38,0.0005477163567927144,0.00044836524920440217,0.0026624760995926527,0.05412716498326181,0.005176119745436423,0.08957771642032324,0.15253955899037894,0.0005292853909410017,0.00044139152627211916,0.0025564036420992337,0.05125051258018452,0.005054933109195457,0.08503053397684548,0.1448630609399788
39,0.0005392437621470958,0.000441383064313266,0.0026267894308151436,0.05397821812982348,0.005163584348892417,0.08942180773807312,0.15217102616349665,0.0005461102926388066,0.00044315549677332813,0.0025123412951047635,0.0511895840710356,0.005057258869287078,0.0849200302719393,0.1446684822683318
40,0.0005425630233983237,0.0004400929349576275,0.002594735445714848,0.053838631071561914,0.005156851706688742,0.08939997844186257,0.15197285277012962,0.0005251903218422272,0.0004288330498078824,0.0024714123794949156,0.05102128447519101,0.005026304909400278,0.08459364793462588,0.14406667297614317
41,0.0005346830401467614,0.00043524182820423377,0.0025681695786735357,0.05371618571355233,0.005154129039094244,0.08930184966114084,0.15171025810424432,0.0005484700897234414,0.00048073111535347105,0.002474841997206665,0.051126718040782684,0.005098806521486893,0.08522399725763553,0.1449535650182861
42,0.0005346708176584996,0.0004331601199147841,0.0025447298100378436,0.053630701142804285,0.005154966636902788,0.08922860560482969,0.151526834423843,0.0005197105299500769,0.00041913309082614096,0.0024239407920922796,0.0506942577355091,0.005009514884493752,0.08445112120776051,0.14351767766799722
43,0.000528247361177436,0.00042691687303158057,0.002516551479842263,0.05345391254255213,0.005136396135130917,0.08907320976242682,0.15113523452503513,0.0005264656844564107,0.0004174198804559886,0.002400423202198152,0.05082309424331553,0.005036060110699263,0.08447375204581677,0.14367721524327132
44,0.0005321034298189123,0.0004265165771981842,0.0024949107090782756,0.05334245644124499,0.005138122135838559,0.0890089360830713,0.1509430459553826,0.0005230733351347959,0.0004212943083864671,0.0023947888345792843,0.05068052631950138,0.005014471473482607,0.0844583140824519,0.14349246894508605
45,0.0005227385197655302,0.00041937268071903165,0.0024678922792591754,0.053238732420223,0.005131701618806692,0.08890378127494789,0.15068421870321055,0.0005035346866966592,0.0004105933947363336,0.0023464604052513658,0.05049456925773509,0.004994714311559969,0.08436553296942084,0.1431154065648102
46,0.000519757918989863,0.00041746450689652366,0.0024494526012014484,0.05312778948271859,0.00512609905902418,0.08881194059222138,0.15045250489559778,0.0005256244650841459,0.00041528335391927677,0.002352116493883293,0.05041020050607222,0.005004563599222445,0.08481437463363764,0.14352216250594052
47,0.0005153527150855631,0.00041557780415127577,0.0024314406105922773,0.05300022920288894,0.005120101903442904,0.0887049939494163,0.1501876962669756,0.000518053461917005,0.00041471676900766834,0.0023081660456074032,0.050233207658144444,0.004999881503937735,0.08412421226523821,0.14259823732874607
48,0.0005188192593629506,0.0004134436883725547,0.002415132391905439,0.05291842487434806,0.005117335889228339,0.0886941034200423,0.15007725926299195,0.0005366955307994383,0.0004219438746082497,0.00230103779323,0.050367682165690854,0.005072560633769886,0.08482332534278099,0.14352324519236143
49,0.000515613246749983,0.0004094374820784348,0.002398811581238894,0.05284336754797865,0.005110891799500117,0.08857244550694054,0.1498505672342076,0.0004988319014144018,0.00040729882330066555,0.002315222331528309,0.05016724601333411,0.005086949348171716,0.08413644246454784,0.14261199233510907
50,0.0005098651857641496,0.00040673302318158333,0.0023849172315101625,0.05272873462783709,0.005108372547771443,0.08846715085422062,0.14960577301750047,0.0005033080836510845,0.0004049265436968851,0.002283902085324407,0.05007262163355893,0.005019536325710238,0.08412816000214596,0.14241245439177838
51,0.0005073859796583166,0.0004055966187999312,0.00237427772841292,0.05265033740416052,0.005106109774182167,0.08842033449185968,0.1494640418414101,0.0004977331749255394,0.0003992991456185713,0.0022613759105964888,0.04997386440707826,0.004994772956770165,0.08425632044597466,0.14238336635141602
52,0.0005082008182115421,0.00040390638091814766,0.002359698749812425,0.05258164364284824,0.0051112797295553725,0.08842759254767121,0.14939232152200102,0.000512904402104066,0.0003988552553004307,0.002259924233429692,0.04987406646378043,0.005015483322822179,0.0843661165979401,0.1424273511558496
53,0.0005058713492984259,0.00040131655532454425,0.0023519934279946524,0.052519808771474226,0.005112816498085267,0.08833036688209757,0.14922217331884413,0.0005267479704292102,0.0004138784138655206,0.002272521629683752,0.050132583629204204,0.005113375412156018,0.08426967605361799,0.1427287840468875
54,0.0005041318768127883,0.0003999240917553543,0.0023392585404226024,0.052483831800487823,0.005110719071025074,0.08835914606246686,0.1491970111174771,0.0004946159697448109,0.00038682278774164523,0.002235456291024665,0.04986514236025883,0.005033457204698474,0.08391858781970399,0.14193408184928702
55,0.0005028142216338337,0.00039718683602810346,0.0023316856832603277,0.052309566939167135,0.0050949709497633625,0.08816308898930657,0.1487993133470029,0.0004929412767406505,0.0003984687032600363,0.0023015597287382836,0.04984673864503564,0.00500077144815849,0.08401460729993329,0.14205508591340474
56,0.0004990336350201665,0.00039451096775721523,0.0023195725203313104,0.052240389478049015,0.005089513740905616,0.08818293015636368,0.14872595074113568,0.0004998547472522688,0.0003886530331258779,0.002221689853937731,0.049656663959975124,0.005035070269036221,0.08399833654034886,0.14180026753435054
57,0.0004953068130535723,0.0003950382828419276,0.0023089815709801858,0.052121934708096326,0.005082215264198608,0.0880523364129517,0.14845581209535158,0.0004837179826343707,0.0004060174355068258,0.0022070729644365003,0.04952740745710729,0.0049844298886837874,0.08389040344635885,0.14149904861290158
58,0.0004913966101083683,0.0003915531656714461,0.002303127061672185,0.05210726483546802,0.005074451584340501,0.0879798422228349,0.1483476347321261,0.0005085507356796311,0.0003953629481941167,0.002199695317490219,0.04966750116853171,0.00498381113127525,0.08401916368195286,0.1417740854677098
59,0.0004901205980232668,0.00039062716686969043,0.002296368636917664,0.052024402269285196,0.005078676885472758,0.08793091498181924,0.1482111111874228,0.00047282050834548435,0.0003807958294245076,0.0021929671823175748,0.0494730379847938,0.0049611208174996785,0.08390927347591234,0.14139001650753127
60,0.0004885590369879089,0.0003896151016309304,0.0022921213138392365,0.05197202781005783,0.005070226522780231,0.08788359458344412,0.14809614424705694,0.0004837863477037057,0.000384076096035359,0.002200500749392929,0.049381663942326584,0.004929893635948991,0.08403825396109865,0.1414181739763534
61,0.0004884440821141834,0.0003895329707867848,0.0022859549642967464,0.05186799895676119,0.005064944667119035,0.08783130923473174,0.14792818487765327,0.0004777913048717637,0.0004017804860356572,0.0021967371782885673,0.04925296375887745,0.004934024799402812,0.08358287873486357,0.14084617644868067
62,0.00048554823740946094,0.0003878508971615902,0.002280412272992723,0.05182244703085093,0.005063009751015864,0.087783367128172,0.14782263566803824,0.000478432157853958,0.0003816808135345033,0.0021764747146771823,0.04919858168396554,0.004944963439199655,0.08348534387220673,0.1406654768557551
63,0.0004878287183609284,0.00038893905044477014,0.0022767445841830156,0.051764406100712805,0.005063747142926546,0.0877769812227751,0.14775864677672448,0.00047450095625575436,0.0003814916030673566,0.002170029078524133,0.049117389123755996,0.004947593660432364,0.08348531262841215,0.14057631738949508
64,0.0004835257450759322,0.0003863976372193973,0.002270692745811797,0.05165730488407052,0.005048126132761353,0.08764768783601759,0.14749373504284854,0.00047216806796671014,0.00037856794998913045,0.0021677632221555262,0.04905550687297752,0.004965400986915153,0.08329200883135646,0.14033141542680083
65,0.0004804769923691189,0.00038673230343726044,0.002268824882496232,0.051612062303749796,0.00505386877586217,0.0875967870022444,0.14739875168005773,0.0004897116058970158,0.0003793945062086767,0.0021525854823304462,0.04922416170476959,0.004937659717649246,0.083616678636313,0.14080019265383084
66,0.00048202015586534775,0.000387472048453086,0.002268180287791586,0.051604424053742555,0.005048288546025313,0.08763217123373594,0.14742255641966298,0.0005125296064160968,0.00039961444998038467,0.002191520496786235,0.04907090507242103,0.004940777587282311,0.08353542678202824,0.14065077367730086
67,0.0004798473021093861,0.0003870511902934445,0.0022663984311409894,0.05156565849799133,0.005047644960141642,0.08766569884088186,0.14741229977388745,0.0004622827469216649,0.0003754927573726289,0.002161205662158284,0.049060146680445414,0.00500061589875198,0.08355255582019945,0.140612300526285
